3.649340714521136751e-04,6.115366058932193705e-02,2.165659788345618633e-02,9.662466476445050034e+01,1.142816544333896400e-01,5.084632985903430580e+01
6.427585954041691117e-04,8.157724160977485039e-02,3.579012895016474294e-02,1.699585905518088325e+01,1.268725295116104324e-01,5.571095366562241225e+01
3.570813499091721448e-04,1.054326122173852021e-01,3.245304064937634680e-02,2.322091885314764426e+01,1.203787477748206880e-01,5.808166430243938549e+01
9.780960048136205526e-04,7.346950390183479285e-02,4.751392534944539475e-02,3.799021751620689713e+01,1.228511600412596771e-01,3.464024554169230896e+01
6.266306320917517519e-04,3.120610736606673624e-02,3.113318183336537259e-02,3.050120773674287022e+01,1.124892209257568471e-02,7.424077397052151639e+00
2.777969212747404904e-04,5.132890640489402856e-02,1.790767173985908373e-02,1.120156056755545393e+01,6.517855746352174684e-02,2.118114467269518997e+01
4.541150334952216770e-04,1.134895776424264119e-01,7.137669008231903138e-03,1.580044285270822257e+01,9.843169822800923452e-02,3.085067593772787831e+01
4.587416998638890958e-04,7.517525147221268411e-02,3.067563407373417872e-02,4.351400007745271914e+00,1.570368700510075266e-01,4.789922047678973627e+01
3.887908277949280052e-04,5.432051111426768747e-02,3.861369081511799306e-02,5.236173090032887245e+01,6.098357072833286707e-02,1.502184415676579476e+01
4.076675470595308255e-04,9.925898725919589383e-02,2.507350119328511512e-02,1.203000425766827775e+01,8.411433351096533895e-02,8.261933813565857321e+00
6.650556322301907344e-05,1.433207246237739457e-02,2.499517265204595495e-02,1.796655839886900594e+02,3.595827198472124897e-02,3.239274390248975521e+01
3.380693247722882508e-04,9.317176718007695591e-02,3.681321287949167187e-02,4.781221795981154798e+01,1.785392199229158539e-01,1.376144071617274101e+01
7.685826636336412802e-04,5.414864520789368363e-02,4.548974065491807883e-02,2.994786341400884666e+01,5.463220813131328124e-02,3.484892740584776050e+01
3.984834843838181437e-04,5.076147602250261071e-02,3.291595412517998170e-02,3.829696211383899929e+00,1.596238973937529060e-01,5.428799615554503077e+01
4.960681816470581887e-04,6.602382849772508999e-02,1.647505421640617362e-02,1.684090480412638868e+01,7.803573117942905202e-02,2.762018534516690949e+01
4.364168548737995881e-04,4.666631764709205238e-02,2.980943629205175943e-02,1.583692256666845743e+01,9.100341949078655235e-02,3.454166968446403985e+01
1.526265921417638543e-03,1.759582512396953499e-02,8.606571107032004453e-02,1.666252006332822333e+01,2.000503556871793265e-01,4.541954558644361839e+01
8.567639781554511370e-04,6.811213937353319259e-02,4.430416483611787637e-02,5.285957757219903215e+02,8.809145539395542984e-03,6.160020582228611374e+01
1.001556517089163389e-03,2.908306191816660558e-02,3.558421136151146413e-02,9.562815097711776957e+00,1.197838250693230855e-01,3.188038494374357867e+01
3.744761489211472210e-04,7.651820552149185550e-02,2.146043813871128386e-02,2.154408758254810863e+01,7.132107790126659963e-02,2.495319193765435983e+01
4.872829789804317829e-04,1.167776748294507005e-01,1.868740778465516339e-02,8.342729965064338060e+00,8.489916882277692700e-02,2.691068616547903147e+01
3.092178979044793701e-04,4.827144277480421852e-02,3.070697605312830078e-02,1.698502724292977462e+01,6.016692626520368792e-02,1.913596059655684556e+01
6.259699710627047303e-04,6.602024916027790513e-02,2.096536402743390259e-02,8.393692076828285664e+00,2.482615481971836915e-02,1.517099615610489849e+01
6.677405294041470398e-04,8.572549845309608563e-02,2.688288709502601598e-02,1.168769591542074160e+01,8.931952765542150452e-02,1.758769056985980939e+01
2.252043318305542528e-03,1.102803255114545231e-02,1.020564244041483326e-01,1.777591210505047741e+02,2.215892386854943497e-01,1.613834036085369007e+03
